id_pedido,id_cliente,fecha,canal,estado,ciudad_entrega
35203,5390,2025-04-28,CallCenter,Cerrado,La Union
35204,6491,2025-10-07,WEB,Anulado,La Libertad
35205,7527,2025-02-17,Web,Pendiente,San Salvador
35206,11451,2025-08-23,Marketplace,Completado,Ahuachapan
35207,7603,2025-07-06,Tienda,Cerrado,Cuscatlan
35208,6380,2025-05-24,Web,Pendiente,La Paz
35209,1063,ayer,Tienda,,SAN SALVADOR
35210,9265,2025-07-26,tienda,Pendiente,santa ana
35211,9162,2025-03-02,Web,Facturado,Chalatenango
35212,3670,2025-02-21,WEB,Anulado,
35213,11870,2025-08-17,tienda,Completado,SAN SALVADOR
35214,7068,2025-07-24,WEB,Cerrado,santa ana
35215,5951,2025-05-06,Tienda,Completado,Sonsonate
35216,39,2025-01-01,CallCenter,,Santa Ana
PED35217,2326,2025-12-08,WEB,completado,Cuscatlan
35218,12305,2025-01-13,tienda,Cerrado,La Union
35219,4533,2025-07-19,tienda,Anulado,san salvador
35220,8464,2025-09-28,Web,Facturado,Cuscatlan
35221,5979,2025-08-24,tienda,,La Paz
35222,11255,2025-06-14,WEB,completado,Santa Ana
35223,4191,2025-06-02,Marketplace,Anulado,
35224,317,2025-09-03,Marketplace,,SAN SALVADOR
35225,7926,2025-11-03,Tienda,Anulado,Morazan
35226,4592,2025-11-12,,Cerrado,Cuscatlan
35227,8424,2025-02-11,WEB,,San Miguel
35228,10971,2025-04-17,tienda,Cerrado,Santa Ana
35229,4331,2025-10-29,tienda,,santa ana
35230,3580,2025-04-17,CallCenter,Anulado,
35231,579,2025-12-30,Tienda,Pendiente,SAN SALVADOR
35232,883,2025-03-30,tienda,Facturado,San Miguel
35233,12837,2025-02-24,CallCenter,Cerrado,Morazan
35234,1114,2025-11-23,Web,completado,Chalatenango
35235,5515,2025-04-10,WEB,Completado,Cuscatlan
35236,10392,2025-07-27,Tienda,completado,Chalatenango
35237,1686,2025-11-17,Tienda,Facturado,Usulutan
35238,2127,2025-12-16,CallCenter,Facturado,San Vicente
35239,7730,2025-04-12,tienda,Facturado,san salvador
35240,13366,2025-03-19,tienda,completado,La Paz
35241,6344,2025-06-24,CallCenter,Anulado,Sonsonate
35242,9786,2025-12-01,Tienda,Pendiente,Usulutan
35243,10126,2025-01-16,,Anulado,Usulutan
35244,13440,2025-02-23,Tienda,Cerrado,La Libertad
35245,10383,2025-12-02,CallCenter,Completado,Santa Ana
35246,3673,2025-05-09,Web,completado,
35247,2518,2025-03-19,WEB,,
35248,3332,2025-02-04,CallCenter,Pendiente,
35249,1593,2025-07-02,,completado,San Miguel
35250,11409,2025-11-16,,Anulado,
35251,7140,2025-11-09,Marketplace,Cerrado,Morazan
35252,2768,2025-12-08,,Facturado,La Paz
35253,540,2025-10-04,,Cerrado,
35254,8398,2025-07-11,,,Morazan
35255,19,2025-03-19,tienda,Pendiente,Sonsonate
35256,12914,2025-02-03,,,San Salvador
35257,9773,2025-03-12,Web,completado,Ahuachapan
35258,10152,2025-06-15,WEB,Cerrado,san salvador
35259,1475,2025-11-12,Marketplace,Facturado,Sonsonate
35260,3407,2025-04-13,Marketplace,,La Libertad
35261,204,2025-11-26,Marketplace,completado,San Miguel
35262,2640,2025-02-23,Marketplace,Completado,La Union
35263,5351,2025-07-28,Tienda,Completado,San Vicente
35264,4227,2025-06-02,tienda,Anulado,Cuscatlan
35265,11242,2025-11-04,Marketplace,Facturado,Morazan
35266,7230,2025-04-16,Marketplace,Anulado,Sonsonate
35267,4356,2025-01-23,Web,Anulado,La Paz
35268,469,2025-02-07,Tienda,Facturado,Santa Ana
35269,9134,2025-05-23,Web,,Usulutan
35270,9674,2025-07-13,WEB,Facturado,San Vicente
35271,1109,2025-08-11,CallCenter,completado,san salvador
35272,7037,2025-08-10,tienda,Cerrado,Sonsonate
35273,12173,2025-04-22,tienda,Pendiente,Morazan
35274,1101,2025-04-21,tienda,Anulado,San Salvador
35275,2098,2025-06-27,tienda,Cerrado,Usulutan
35276,7153,2025-10-11,,Cerrado,Usulutan
35277,13442,2025-04-16,,Pendiente,La Union
35278,4732,2025-05-06,Marketplace,Anulado,San Miguel
35279,551,2025-01-14,Marketplace,Anulado,san salvador
35280,10556,10/01/2025,WEB,Cerrado,San Vicente
35281,7438,2025-12-17,tienda,completado,San Miguel
35282,781,2025-07-23,CallCenter,Anulado,San Vicente
35283,1296,2025-12-06,Web,,La Union
35284,3032,2025-07-17,,Anulado,SAN SALVADOR
35285,11306,2025-02-18,tienda,completado,
35286,5791,2025-02-28,Tienda,Anulado,La Paz
35287,8660,2025-09-10,WEB,,San Miguel
35288,7951,2025-06-02,WEB,Pendiente,Ahuachapan
35289,11418,2025-04-29,Tienda,Anulado,Santa Ana
35290,5590,2025-11-16,CallCenter,Pendiente,Morazan
35291,6261,2025-11-18,,completado,Usulutan
35292,1017,2025-06-17,Marketplace,Pendiente,Cuscatlan
35293,848,2025-05-21,tienda,completado,Ahuachapan
35294,123,2025-12-10,,Facturado,La Union
35295,10903,2025-09-22,Web,Completado,La Union
35296,2193,2025-03-12,CallCenter,,santa ana
35297,7480,2025-11-08,,Completado,La Union
35298,3616,2025-02-08,tienda,Cerrado,SAN SALVADOR
35299,892,2025-11-07,Marketplace,Pendiente,Morazan
35300,10402,2025-08-20,CallCenter,completado,santa ana
35301,6844,2025-09-09,CallCenter,Anulado,Morazan
35302,11538,2025-10-21,Marketplace,Pendiente,La Paz
35303,7700,2025-03-27,CallCenter,Completado,san salvador
35304,1961,2025-08-28,tienda,Completado,SAN SALVADOR
35305,11446,2025-03-10,WEB,Facturado,Chalatenango
35306,6797,2025-04-20,CallCenter,completado,Chalatenango
35307,7153,2025-06-17,tienda,completado,Sonsonate
35308,3021,2025-07-18,CallCenter,completado,san salvador
35309,3180,2025-09-30,CallCenter,Pendiente,Chalatenango
35310,9920,2025-06-23,Marketplace,Facturado,santa ana
35311,8474,2025-12-23,WEB,completado,San Vicente
35312,9282,2025-11-23,Marketplace,Completado,Cuscatlan
35313,6817,2025-08-29,CallCenter,completado,La Union
35314,8325,2025-01-24,,Completado,La Union
35315,11882,2025-08-15,Marketplace,completado,Usulutan
35316,7194,2025-05-14,tienda,Pendiente,Chalatenango
35317,1728,2025-07-29,CallCenter,Anulado,santa ana
35318,9154,2025-05-11,WEB,,San Miguel
35319,8680,2025-08-07,tienda,Cerrado,Sonsonate
35320,10333,2025-05-08,Web,,San Salvador
35321,3928,2025-11-30,,Pendiente,La Libertad
35322,12727,2025-01-30,Tienda,Completado,Usulutan
35323,3413,2025-09-16,,Facturado,San Miguel
35324,12469,2025-04-20,Tienda,Facturado,Chalatenango
35325,12082,2025-01-30,WEB,,La Union
35326,6603,2025-08-21,Web,Cerrado,santa ana
35327,9926,2025-05-28,,Pendiente,Cuscatlan
35328,12658,2025-10-04,tienda,,Ahuachapan
35329,6396,2025-07-15,,Facturado,San Salvador
35330,13196,2025-12-13,Marketplace,Completado,san salvador
35331,6182,2025-07-15,WEB,Anulado,San Salvador
35332,59,2025-04-22,CallCenter,Pendiente,La Paz
35333,8717,2025-09-20,tienda,Completado,Usulutan
35334,7564,2025-11-12,tienda,Cerrado,santa ana
35335,8336,2025-06-30,CallCenter,completado,Sonsonate
35336,9165,2025-09-30,CallCenter,Pendiente,La Paz
35337,7669,2025-05-19,,Anulado,san salvador
35338,8121,2025-01-07,WEB,Cerrado,
35339,9716,2025-01-15,tienda,,Cuscatlan
35340,10752,2025-02-19,CallCenter,completado,La Paz
35341,1136,2025-04-25,tienda,completado,Chalatenango
35342,10547,2025-03-19,Web,Cerrado,Ahuachapan
35343,8816,2025-07-21,tienda,completado,
35344,8688,2025-10-17,,Facturado,
35345,5351,2025-12-07,Tienda,Cerrado,SAN SALVADOR
35346,11018,2025-06-28,Web,Completado,Ahuachapan
35347,7226,2025-01-14,Tienda,Cerrado,santa ana
35348,4871,2025-07-08,WEB,Anulado,Usulutan
35349,12511,2025-02-23,Tienda,Cerrado,San Miguel
35350,4115,2025-07-13,tienda,completado,Cuscatlan
35351,9163,2025-11-09,tienda,Completado,SAN SALVADOR
35352,10381,2025-06-25,Tienda,Completado,Sonsonate
35353,4705,2025-05-10,Marketplace,Facturado,Morazan
35354,3543,2025-11-22,,Cerrado,San Miguel
35355,8958,2025-07-04,Tienda,Anulado,Sonsonate
35356,145,2025-09-16,Tienda,completado,La Paz
35357,2818,2025-01-12,,Facturado,Cuscatlan
35358,12253,2025-10-11,CallCenter,completado,La Paz
35359,6458,2025-09-06,Marketplace,Pendiente,Santa Ana
35360,4735,2025-11-13,Web,completado,Cuscatlan
35361,7584,2025-10-05,Marketplace,Cerrado,La Libertad
35362,3392,2025-09-04,tienda,Anulado,Santa Ana
35363,11706,2025-11-11,tienda,Pendiente,san salvador
35364,4214,2025-09-25,,Pendiente,San Miguel
35365,1475,2025-03-13,Marketplace,,SAN SALVADOR
35366,7583,2025-05-06,Tienda,completado,
35367,13392,2025-06-19,Tienda,Pendiente,Ahuachapan
35368,2930,2025-12-08,CallCenter,Cerrado,Chalatenango
35369,5544,2025-09-01,CallCenter,Pendiente,santa ana
35370,2745,2025-01-01,Marketplace,Anulado,SAN SALVADOR
35371,9877,2025-11-17,,Completado,Morazan
35372,13153,2025-11-04,tienda,Completado,santa ana
35373,3291,2025-07-13,Tienda,Cerrado,Chalatenango
35374,10491,2025-04-08,,Facturado,Morazan
35375,8258,2025-11-27,WEB,Cerrado,Cuscatlan
35376,3178,2025-12-26,WEB,Anulado,Santa Ana
35377,5641,2025-06-19,Web,completado,Morazan
35378,8761,2025-03-19,tienda,,La Paz
35379,11537,2025-07-15,CallCenter,Anulado,Chalatenango
35380,10886,2025-04-09,Marketplace,Cerrado,SAN SALVADOR
35381,7714,2025-12-09,,completado,Usulutan
35382,5954,2025-05-08,CallCenter,Facturado,Santa Ana
35383,3239,2025-06-22,tienda,Pendiente,Ahuachapan
35384,6613,2025-02-19,Web,Cerrado,Morazan
35385,9565,2025-12-15,tienda,Cerrado,Santa Ana
35386,3678,2025-02-08,Marketplace,,San Salvador
35387,8765,2025-05-12,Marketplace,,San Vicente
35388,1333,2025-08-09,CallCenter,completado,Chalatenango
35389,9724,2025-05-14,WEB,Cerrado,San Vicente
35390,7360,2025-12-04,CallCenter,Pendiente,La Libertad
35391,5953,2025-07-26,Web,Completado,La Union
35392,9802,2025-04-10,,,Usulutan
35393,11334,2025-05-08,WEB,Pendiente,Usulutan
35394,640,2025-05-11,Tienda,completado,Morazan
35395,9902,2025-08-04,CallCenter,,Chalatenango
35396,11924,2025-03-05,Web,Anulado,Morazan
35397,5040,2025-07-01,Tienda,Anulado,santa ana
35398,1690,2025-09-21,CallCenter,Pendiente,Usulutan
35399,cliente_x,2025-03-07,Marketplace,Cerrado,San Salvador
35400,6370,2025-11-15,,Completado,San Miguel
35401,6278,2025-02-26,tienda,Pendiente,San Salvador
35402,184,2025-11-19,,Pendiente,La Union
35403,8168,2025-06-29,CallCenter,Facturado,La Libertad
35404,10830,2025-04-09,CallCenter,,SAN SALVADOR
35405,1612,2025-02-17,Tienda,Completado,Santa Ana
35406,5500,2025-03-02,WEB,Completado,santa ana
35407,10020,2025-12-16,Web,Facturado,La Paz
35408,11204,2025-06-03,Marketplace,Pendiente,Ahuachapan
35409,8833,2025-03-03,Web,Pendiente,Cuscatlan
35410,12348,2025-05-12,Marketplace,completado,santa ana
35411,12271,2025-02-11,Marketplace,Pendiente,SAN SALVADOR
35412,9808,2025-02-21,,completado,San Miguel
35413,5698,2025-02-22,WEB,Completado,Usulutan
35414,6051,2025-03-20,tienda,completado,san salvador
35415,3421,2025-11-26,CallCenter,Completado,Ahuachapan
35416,11819,2025-10-04,Marketplace,Pendiente,San Miguel
35417,8115,2025-12-24,Marketplace,Pendiente,Santa Ana
35418,4337,2025-07-05,Tienda,Anulado,San Salvador
35419,10077,2025-04-29,CallCenter,Anulado,Cuscatlan
35420,8837,10/01/2025,CallCenter,Pendiente,San Vicente
35421,7964,2025-06-05,tienda,Completado,La Union
35422,8111,2025-04-27,WEB,Facturado,La Paz
35423,8641,2025-09-27,,Cerrado,San Salvador
35424,2350,2025-09-03,tienda,Pendiente,Chalatenango
35425,9198,2025-08-06,Marketplace,Facturado,San Salvador
35426,7543,2025-05-08,Web,Cerrado,Usulutan
35427,4658,2025-10-28,Tienda,Completado,Usulutan
35428,13203,2025-10-29,WEB,Pendiente,San Salvador
35429,13465,2025-10-07,tienda,Pendiente,Morazan
35430,5321,2025-10-25,Web,Completado,Ahuachapan
35431,6000,2025-11-14,tienda,Anulado,Ahuachapan
35432,12499,2025-02-04,CallCenter,,Morazan
35433,2142,2025-10-29,CallCenter,Cerrado,santa ana
35434,1951,2025-09-17,tienda,,San Vicente
35435,9593,2025-10-27,Marketplace,Anulado,Santa Ana
35436,13157,2025-07-22,,Pendiente,Chalatenango
35437,2650,2025-01-02,WEB,Completado,Chalatenango
35438,1753,2025-10-16,,Pendiente,Morazan
35439,9899,2025-06-14,Marketplace,Anulado,Usulutan
35440,8376,2025-09-07,,Completado,San Miguel
35441,8380,2025-12-09,Web,Anulado,Ahuachapan
35442,3679,2025-10-20,Marketplace,Anulado,Chalatenango
35443,1789,2025-01-04,,Pendiente,San Miguel
35444,3335,2025-12-31,Marketplace,Cerrado,Cuscatlan
35445,3983,2025-10-18,Marketplace,completado,
35446,11114,2025-03-12,Marketplace,Pendiente,san salvador
35447,747,2025-05-23,Marketplace,,Chalatenango
35448,42,2025-05-12,CallCenter,Cerrado,San Miguel
35449,11038,2025-03-06,Tienda,Facturado,Sonsonate
35450,11159,2025-05-16,tienda,Completado,San Salvador
35451,13295,2025-12-04,tienda,,san salvador
35452,3434,2025-05-25,tienda,Facturado,La Paz
35453,8243,2025-10-18,WEB,Anulado,Usulutan
35454,10258,2025-04-29,Marketplace,,San Vicente
35455,4665,2025-11-08,Marketplace,Facturado,SAN SALVADOR
35456,3225,2025-03-17,WEB,completado,Sonsonate
35457,2826,2025-02-10,Web,Anulado,
35458,1077,2025-11-06,Marketplace,,Santa Ana
35459,4560,2025-08-07,WEB,Anulado,Ahuachapan
35460,9939,2025-01-01,Tienda,Facturado,San Vicente
35461,8101,2025-04-07,Web,,Ahuachapan
35462,3591,2025-07-23,WEB,,San Miguel
35463,7647,2025-08-23,CallCenter,Anulado,Sonsonate
35464,13386,2025-04-02,CallCenter,Cerrado,San Vicente
35465,6013,2025-04-03,Marketplace,Pendiente,Cuscatlan
35466,8057,ayer,Tienda,Facturado,La Union
35467,235,2025-11-24,WEB,Anulado,Ahuachapan
35468,10548,2025-06-22,CallCenter,Cerrado,San Salvador
35469,1165,2025-08-20,WEB,Facturado,santa ana
35470,8894,2025-07-18,Web,Completado,San Salvador
35471,949,2025-04-07,Marketplace,Pendiente,Chalatenango
35472,12473,2025-02-16,Marketplace,Anulado,La Paz
35473,11042,2025-08-04,Marketplace,Cerrado,SAN SALVADOR
35474,9165,2025-04-07,CallCenter,completado,
35475,9060,2025-05-03,CallCenter,completado,San Salvador
35476,10794,2025-02-22,Web,Completado,Usulutan
35477,536,2025-06-04,tienda,Anulado,La Paz
35478,13283,2025-08-02,Web,Completado,Santa Ana
35479,13352,2025-03-03,CallCenter,Cerrado,santa ana
35480,11175,2025-05-11,WEB,,Usulutan
35481,6564,2025-12-10,Web,Anulado,SAN SALVADOR
35482,1307,2025-04-27,Tienda,Pendiente,La Union
35483,7896,2025-06-07,Web,completado,San Vicente
35484,4285,2025-06-29,tienda,,
35485,12892,2025-01-18,WEB,Anulado,Santa Ana
35486,11217,2025-05-06,tienda,,SAN SALVADOR
35487,3887,2025-11-11,Web,Completado,Chalatenango
35488,11852,2025-11-09,Web,completado,Cuscatlan
35489,9732,2025-05-28,Web,Cerrado,San Miguel
35490,13468,2025-01-17,Tienda,Completado,Ahuachapan
35491,5053,2025-03-25,CallCenter,Pendiente,san salvador
35492,6180,2025-01-17,,Anulado,La Union
35493,10496,2025-12-20,WEB,Pendiente,Sonsonate
35494,4369,2025-02-13,Web,Completado,Ahuachapan
35495,8424,2025-11-13,Tienda,Cerrado,santa ana
35496,10163,2025-10-14,tienda,Completado,San Vicente
35497,3417,2025-06-10,Web,Anulado,Ahuachapan
35498,11348,2025-08-31,Web,completado,San Miguel
35499,5549,2025-01-03,tienda,Completado,La Union
35500,8417,2025-12-28,WEB,Pendiente,La Paz
35501,2426,2025-06-25,CallCenter,Facturado,Ahuachapan
35502,11497,2025-06-02,,,La Union
35503,2381,2025-07-19,Marketplace,Anulado,San Miguel
35504,5223,2025-09-19,tienda,Facturado,Sonsonate
35505,9249,2025-05-25,Web,Pendiente,La Union
35506,62,2025-09-16,tienda,Completado,santa ana
35507,7461,2025-01-18,CallCenter,Pendiente,La Libertad
35508,3790,2025-11-03,WEB,Completado,santa ana
35509,7094,2025-11-03,Marketplace,Anulado,La Paz
35510,1019,2025-03-26,Web,,Usulutan
35511,11938,2025-12-27,WEB,Anulado,San Salvador
35512,10155,2025-10-12,Marketplace,completado,San Vicente
35513,6249,2025-04-22,tienda,,san salvador
35514,4944,2025-09-08,,Pendiente,San Vicente
35515,7265,2025-06-04,Marketplace,Facturado,Ahuachapan
35516,6697,2025-03-25,Web,,Cuscatlan
35517,13398,2025-02-12,Marketplace,completado,La Paz
PED35518,7930,2025-05-29,Tienda,Pendiente,Santa Ana
35519,3543,2025-11-19,WEB,completado,La Paz
35520,9193,2025-06-25,Tienda,Facturado,La Libertad
35521,9399,2025-01-03,Tienda,Cerrado,Cuscatlan
35522,10153,2025-06-15,Web,Pendiente,La Libertad
35523,818,2025-01-07,Tienda,Completado,Santa Ana
35524,12855,2025-06-06,CallCenter,Anulado,Cuscatlan
35525,11392,2025-07-29,WEB,Anulado,San Vicente
35526,2709,2025-02-04,tienda,Completado,Ahuachapan
35527,7847,2025-01-23,Marketplace,completado,
35528,5919,2025-08-26,Tienda,completado,SAN SALVADOR
35529,9591,2025-11-26,CallCenter,,La Libertad
35530,12317,2025-05-16,Web,Anulado,Morazan
35531,11717,2025-06-16,,Facturado,Sonsonate
35532,9291,2025-09-22,,Facturado,SAN SALVADOR
35533,11590,2025-03-29,,Facturado,Ahuachapan
35534,6420,2025-07-07,WEB,,santa ana
35535,6143,2025-04-23,CallCenter,Anulado,Usulutan
35536,3943,2025-03-08,Web,Pendiente,Usulutan
35537,2708,2025-10-14,tienda,Facturado,La Union
35538,1619,2025-05-01,Web,Facturado,Cuscatlan
35539,8739,2025-06-08,Tienda,Anulado,Sonsonate
35540,6125,2025-01-04,tienda,Anulado,Sonsonate
35541,13356,2025-01-31,Marketplace,,Chalatenango
35542,7648,2025-09-24,Tienda,Facturado,Usulutan
35543,5215,2025-06-15,CallCenter,,Chalatenango
35544,6590,2025-01-15,tienda,,SAN SALVADOR
35545,7451,2025-06-25,tienda,Cerrado,San Miguel
35546,11825,2025-03-29,,Cerrado,Santa Ana
35547,1631,2025-12-31,tienda,Cerrado,SAN SALVADOR
35548,1213,2025-09-17,CallCenter,Completado,Ahuachapan
35549,65,2025-12-21,Tienda,,san salvador
35550,10518,2025-11-10,Web,Cerrado,Morazan
35551,9027,2025-11-02,CallCenter,Cerrado,Sonsonate
35552,11000,2025-09-29,CallCenter,Cerrado,San Salvador
35553,5130,2025-04-29,,,La Paz
35554,4152,2025-05-23,,Anulado,La Union
35555,5482,2025-10-25,Web,Pendiente,San Salvador
35556,10448,2025-12-19,Marketplace,Cerrado,San Salvador
35557,3972,2025-02-07,WEB,completado,santa ana
35558,12211,2025-01-06,WEB,,La Paz
35559,2929,2025-04-11,CallCenter,completado,Cuscatlan
35560,30,10/01/2025,CallCenter,Facturado,SAN SALVADOR
35561,2982,2025-11-18,Tienda,Pendiente,Santa Ana
35562,6867,2025-12-15,Tienda,Anulado,
35563,4464,2025-12-05,tienda,completado,Chalatenango
35564,4885,2025-09-09,Marketplace,,Chalatenango
35565,8507,2025-06-28,,completado,
35566,2178,2025-01-26,Marketplace,,santa ana
35567,708,2025-11-08,WEB,Pendiente,Chalatenango
35568,2412,2025-04-25,Tienda,Anulado,La Union
35569,12875,2025-12-05,Marketplace,,San Vicente
35570,5555,2025-08-28,CallCenter,Completado,San Miguel
35571,855,2025-10-10,Web,completado,La Union
35572,11393,2025-01-22,Marketplace,Cerrado,Morazan
35573,4775,2025-03-16,Web,completado,santa ana
35574,10875,2025-12-03,Tienda,Cerrado,Santa Ana
35575,530,2025-07-13,WEB,Anulado,Cuscatlan
35576,13113,2025-06-13,,Pendiente,Cuscatlan
35577,1448,2025-04-09,Web,Completado,San Miguel
35578,11664,2025-06-09,,Pendiente,La Union
35579,311,2025-12-19,,Completado,Morazan
35580,2394,2025-03-20,Marketplace,,san salvador
35581,10544,2025-07-29,tienda,Cerrado,La Libertad
35582,8801,2025-10-23,,Cerrado,SAN SALVADOR
35583,1108,2025-05-08,Tienda,Anulado,san salvador
35584,12500,2025-12-25,,Anulado,
35585,4617,2025-11-04,Tienda,Pendiente,Santa Ana
35586,10461,2025-10-11,Marketplace,Cerrado,
35587,9724,2025-08-28,,Completado,La Paz
35588,1960,2025-10-15,Marketplace,Anulado,San Vicente
35589,6356,2025-10-12,WEB,Pendiente,San Salvador
35590,8640,2025-07-06,Web,,San Miguel
35591,11170,2025-02-06,WEB,Facturado,
35592,3137,2025-05-24,Tienda,Completado,Ahuachapan
35593,9023,2025-11-01,CallCenter,Cerrado,San Salvador
35594,11182,2025-01-25,,Anulado,La Paz
35595,4707,2025-11-06,Web,Facturado,San Salvador
35596,5344,2025-04-17,,Completado,San Miguel
35597,9806,2025-04-09,Tienda,Facturado,Ahuachapan
35598,13478,2025-02-04,Tienda,Facturado,SAN SALVADOR
35599,13275,2025-05-02,WEB,Completado,La Libertad
35600,2415,2025-05-09,Web,completado,san salvador
35601,7230,2025-07-22,Marketplace,,Cuscatlan
35602,5732,2025-03-27,,Anulado,Cuscatlan
35603,6535,2025-07-02,CallCenter,Pendiente,La Union
35604,4690,2025-05-20,CallCenter,Completado,Usulutan
35605,469,2025-06-22,,completado,La Union
35606,8038,2025-07-17,tienda,Anulado,La Paz
35607,9722,2025-03-28,tienda,Facturado,La Paz
35608,5050,2025-01-20,tienda,Completado,Usulutan
35609,13313,2025-09-20,Web,Facturado,
35610,226,2025-05-13,WEB,Anulado,Usulutan
35611,11479,2025-09-13,Web,Pendiente,Sonsonate
35612,9181,2025-09-01,Tienda,Facturado,Cuscatlan
35613,2079,2025-10-15,,completado,San Salvador
35614,12440,2025-10-24,Tienda,Pendiente,San Vicente
35615,3346,2025-09-18,CallCenter,Pendiente,Cuscatlan
35616,9262,2025-06-23,Marketplace,,Ahuachapan
35617,4515,2025-11-13,tienda,Cerrado,San Vicente
35618,5153,2025-06-06,tienda,,Cuscatlan
35619,9841,2025-07-09,CallCenter,,Ahuachapan
35620,4512,2025-01-14,CallCenter,completado,Santa Ana
35621,9537,2025-01-15,CallCenter,completado,La Paz
35622,2025,2025-01-20,Tienda,Anulado,San Miguel
35623,10993,2025-09-19,Tienda,,San Miguel
35624,10714,2025-11-06,Web,Facturado,La Union
35625,12756,2025-10-06,tienda,Facturado,San Vicente
35626,11393,2025-09-09,,Pendiente,La Paz
35627,7090,2025-11-24,CallCenter,Facturado,La Union
35628,10884,2025-07-23,Web,completado,Morazan
35629,7158,2025-06-27,CallCenter,completado,San Salvador
35630,8624,2025-01-31,Web,Completado,Chalatenango
35631,10458,2025-01-06,Marketplace,,La Union
35632,5379,2025-11-24,CallCenter,,La Libertad
35633,10986,2025-07-04,WEB,Facturado,san salvador
35634,11255,2025-04-28,WEB,Anulado,La Union
35635,9588,2025-07-28,Tienda,Anulado,Sonsonate
35636,1895,2025-09-27,Marketplace,completado,
35637,6742,2025-07-13,WEB,Cerrado,La Libertad
35638,906,2025-04-23,WEB,Completado,SAN SALVADOR
35639,10868,2025-12-06,Web,Pendiente,Sonsonate
35640,11577,2025-10-06,Tienda,Anulado,Sonsonate
35641,12864,2025-08-26,CallCenter,completado,Santa Ana
35642,3432,2025-06-25,tienda,Cerrado,San Vicente
35643,390,2025-01-23,CallCenter,Pendiente,Sonsonate
35644,10281,2025-07-18,Tienda,,Sonsonate
35645,5034,2025-08-10,tienda,Completado,Morazan
35646,7162,2025-05-02,WEB,Cerrado,San Salvador
35647,12213,2025-10-27,,Completado,Usulutan
35648,7885,2025-05-15,WEB,Completado,Morazan
35649,4720,2025-04-24,Marketplace,Pendiente,Usulutan
35650,12315,2025-12-21,Marketplace,,Cuscatlan
35651,2234,2025-11-21,tienda,completado,santa ana
35652,9258,2025-01-05,WEB,Pendiente,santa ana
35653,7733,2025-12-30,tienda,completado,Usulutan
35654,6147,2025-01-26,Marketplace,Anulado,Chalatenango
35655,4615,2025-02-07,tienda,Pendiente,La Paz
35656,7896,2025-02-08,tienda,Pendiente,La Union
35657,419,2025-11-15,Tienda,completado,Ahuachapan
35658,5752,2025-04-14,CallCenter,,SAN SALVADOR
35659,12984,2025-01-27,CallCenter,Cerrado,santa ana
35660,7933,2025-03-24,Marketplace,Facturado,Usulutan
35661,1147,2025-07-04,,Cerrado,Chalatenango
35662,5762,2025-04-10,Tienda,,Cuscatlan
35663,3197,2025-09-26,,Facturado,Santa Ana
35664,1158,2025-12-19,WEB,Anulado,Morazan
35665,7245,2025-04-07,CallCenter,Anulado,La Libertad
35666,7018,2025-08-29,WEB,Anulado,SAN SALVADOR
35667,319,2025-05-27,Web,completado,La Paz
35668,8408,2025-09-12,tienda,,Santa Ana
35669,6351,2025-07-23,CallCenter,Pendiente,La Union
35670,4269,2025-02-10,,Pendiente,SAN SALVADOR
35671,3388,2025-08-26,WEB,Anulado,Cuscatlan
35672,31,2025-08-30,Tienda,Pendiente,SAN SALVADOR
35673,8854,2025-06-04,Marketplace,,Ahuachapan
35674,787,2025-01-19,CallCenter,Anulado,san salvador
35675,4391,2025-01-08,CallCenter,Pendiente,
35676,6138,2025-06-19,,,Sonsonate
35677,1247,2025-06-19,,Pendiente,San Salvador
35678,12877,2025-09-12,,completado,santa ana
35679,10666,2025-12-15,Web,Cerrado,San Vicente
35680,8320,2025-02-01,Marketplace,Completado,Sonsonate
35681,13111,2025-08-24,Marketplace,Cerrado,Sonsonate
35682,6384,2025-12-01,Marketplace,Anulado,Cuscatlan
35683,2836,2025-04-23,WEB,Cerrado,san salvador
35684,3990,2025-05-10,,Completado,Santa Ana
35685,1946,2025-12-01,,Facturado,Usulutan
35686,8144,2025-02-09,,Completado,Usulutan
35687,3836,2025-12-06,CallCenter,,Ahuachapan
35688,9056,2025-01-02,Marketplace,Cerrado,La Libertad
35689,9304,2025-12-28,Tienda,Pendiente,Sonsonate
35690,6144,2025-08-28,tienda,Pendiente,SAN SALVADOR
35691,3503,2025-01-23,Marketplace,Completado,La Paz
35692,13458,2025-12-31,WEB,completado,SAN SALVADOR
35693,11161,2025-04-01,WEB,,
35694,461,2025-09-15,CallCenter,completado,Chalatenango
35695,12455,2025-09-18,tienda,completado,Ahuachapan
35696,8147,2025-05-22,tienda,Pendiente,Cuscatlan
35697,13363,2025-11-14,Tienda,Completado,San Vicente
35698,1453,2025-10-21,Web,Anulado,Santa Ana
35699,11105,2025-03-29,,Cerrado,Usulutan
35700,7492,10/01/2025,Web,Facturado,La Union
35701,10368,2025-09-09,WEB,Anulado,San Vicente
35702,7682,2025-12-29,Tienda,Facturado,Chalatenango
35703,12554,2025-03-27,,,La Union
35704,8930,2025-12-09,Tienda,,San Salvador
35705,435,2025-11-07,Marketplace,,SAN SALVADOR
35706,3338,2025-07-13,CallCenter,Facturado,Cuscatlan
35707,1802,2025-07-06,tienda,Facturado,La Union
35708,11200,2025-10-22,Marketplace,Facturado,La Libertad
35709,11481,2025-12-25,tienda,completado,Cuscatlan
