id_cliente,nombre,ciudad,pais,segmento,fecha_registro
6591,Cliente 06591,San Vicente,GT,Hogar,2025-11-12
6592,Cliente 06592,Morazan,SV,PyME,2025-12-02
6593,Cliente 06593,La Union,ELS,Mayorista,2025-12-14
6594,Cliente 06594,Morazan,ELS,Mayorista,2025-09-12
6595,Cliente 06595,Santa Ana,HN,,2025-06-20
6596,Cliente 06596,La Libertad,sv,,2025-09-04
6597,Cliente 06597,,sv,Constructor,2025-05-16
6598,Cliente 06598,SAN SALVADOR,SV,,2025-12-01
6599,Cliente 06599,La Paz,SV,Constructor,2025-09-22
6600,Cliente 06600,La Union,sv,PyME,2025-08-05
C6601,Cliente 06601,San Salvador,SV,PyME,2025-12-22
6602,Cliente 06602,La Libertad,sv,,2025-06-16
6603,Cliente 06603,Chalatenango,SV,,2025-08-03
6604,Cliente 06604,La Paz,HN,Constructor,2025-02-09
6605,Cliente 06605,SAN SALVADOR,HN,Hogar,2025-07-06
6606,Cliente 06606,,NI,,2025-04-17
6607,Cliente 06607,SAN SALVADOR,ELS,Constructor,2025-10-05
6608,Cliente 06608,La Union,ELS,Mayorista,2025-09-21
6609,Cliente 06609,santa ana,sv,,2025-03-18
6610,Cliente 06610,San Vicente,NI,Hogar,2025-09-02
6611,Cliente 06611,Santa Ana,HN,,2025-01-26
6612,,Santa Ana,NI,Mayorista,2025-07-14
6613,Cliente 06613,san salvador,ELS,Mayorista,2025-03-18
6614,Cliente 06614,San Salvador,sv,Constructor,2025-07-03
6615,Cliente 06615,,ELS,PyME,2025-11-12
6616,Cliente 06616,Morazan,NI,Hogar,2025-12-23
6617,Cliente 06617,San Vicente,GT,Constructor,2025-02-05
6618,Cliente 06618,Ahuachapan,NI,Mayorista,2025-04-24
6619,Cliente 06619,San Salvador,ELS,,2025-10-19
6620,Cliente 06620,Morazan,sv,Mayorista,2025-12-27
6621,Cliente 06621,La Libertad,sv,PyME,2025-01-16
6622,Cliente 06622,Morazan,sv,,2025-08-05
6623,Cliente 06623,Cuscatlan,GT,PyME,2025-03-17
6624,Cliente 06624,,GT,Mayorista,2025-04-17
6625,Cliente 06625,Morazan,sv,Mayorista,2025-08-03
6626,Cliente 06626,Santa Ana,HN,Mayorista,2025-06-03
6627,Cliente 06627,La Paz,HN,PyME,2025-08-24
6628,Cliente 06628,Ahuachapan,GT,PyME,2025-05-25
6629,Cliente 06629,La Paz,GT,PyME,2025-02-15
6630,Cliente 06630,San Vicente,sv,Constructor,2025-05-17
6631,Cliente 06631,Chalatenango,GT,Constructor,2025-08-19
6632,Cliente 06632,San Miguel,GT,Mayorista,2025-04-24
6633,Cliente 06633,,SV,Constructor,2025-11-06
6634,Cliente 06634,Morazan,ELS,Constructor,2025-05-24
6635,Cliente 06635,La Libertad,ELS,Constructor,2025-08-02
6636,Cliente 06636,SAN SALVADOR,sv,Hogar,2025-04-03
6637,Cliente 06637,SAN SALVADOR,SV,Constructor,2025-11-08
6638,Cliente 06638,san salvador,SV,Constructor,2025-05-05
6639,Cliente 06639,Chalatenango,SV,Constructor,2025-09-16
6640,Cliente 06640,San Miguel,SV,,2025-08-16
6641,Cliente 06641,La Union,SV,PyME,2025-03-19
C6642,Cliente 06642,,NI,Hogar,2025-08-08
6643,Cliente 06643,santa ana,ELS,Constructor,2025-01-14
6644,Cliente 06644,Chalatenango,HN,Hogar,2025-09-04
6645,Cliente 06645,La Libertad,NI,Hogar,2025-06-03
6646,Cliente 06646,San Miguel,NI,PyME,2025-02-08
6647,Cliente 06647,La Libertad,ELS,,2025-07-07
6648,Cliente 06648,Cuscatlan,GT,PyME,2025-06-03
6649,Cliente 06649,La Union,GT,Hogar,2025-10-23
6650,Cliente 06650,san salvador,NI,PyME,2025-12-26
6651,Cliente 06651,,NI,,2025-04-13
6652,Cliente 06652,San Salvador,NI,PyME,2025-02-22
6653,Cliente 06653,Morazan,GT,,2025-09-16
6654,Cliente 06654,La Libertad,ELS,Hogar,2025-06-17
6655,Cliente 06655,Morazan,ELS,Mayorista,2025-09-20
6656,Cliente 06656,santa ana,sv,,2025-07-15
6657,Cliente 06657,La Libertad,SV,Mayorista,2025-02-19
6658,Cliente 06658,santa ana,GT,Hogar,2025-07-22
6659,Cliente 06659,San Miguel,ELS,Constructor,2025-06-09
6660,Cliente 06660,,NI,Mayorista,2025-04-01
6660,Cliente 06660,,NI,Mayorista,2025-04-01
6661,Cliente 06661,Ahuachapan,HN,PyME,2025-06-10
6662,Cliente 06662,San Salvador,SV,Mayorista,2025-09-04
6663,Cliente 06663,san salvador,ELS,Constructor,2025-02-08
6664,Cliente 06664,San Vicente,ELS,Hogar,2025-11-11
6665,Cliente 06665,san salvador,NI,Mayorista,2025-08-12
6666,Cliente 06666,Cuscatlan,SV,,2025-02-22
6667,Cliente 06667,Chalatenango,ELS,Hogar,ayer
6668,Cliente 06668,Usulutan,sv,Hogar,2025-05-12
6669,,,GT,Hogar,2025-09-12
6670,Cliente 06670,Ahuachapan,GT,Constructor,2025-12-24
6671,Cliente 06671,La Union,NI,PyME,2025-02-28
6672,Cliente 06672,Morazan,sv,Mayorista,2025-10-15
6673,Cliente 06673,Usulutan,SV,PyME,2025-04-15
6674,Cliente 06674,Ahuachapan,sv,PyME,2025-09-16
6675,Cliente 06675,Chalatenango,NI,,2025-01-12
6676,Cliente 06676,Morazan,HN,,2025-12-02
6677,Cliente 06677,La Union,HN,,2025-09-03
6678,Cliente 06678,,GT,Hogar,2025-09-10
6679,Cliente 06679,Cuscatlan,GT,Hogar,2025-05-11
6680,Cliente 06680,Santa Ana,SV,PyME,2025-02-24
6681,Cliente 06681,san salvador,ELS,,2025-04-26
6682,Cliente 06682,San Salvador,sv,Mayorista,2025-08-11
C6683,Cliente 06683,santa ana,ELS,,2025-04-10
6684,Cliente 06684,Sonsonate,ELS,Mayorista,2025-05-19
6685,Cliente 06685,La Paz,NI,,2025-08-23
6686,Cliente 06686,La Union,GT,Mayorista,2025-08-03
6687,Cliente 06687,,HN,PyME,2025-03-13
6688,Cliente 06688,Ahuachapan,GT,PyME,2025-01-09
6689,Cliente 06689,San Salvador,SV,Constructor,2025-05-01
6690,Cliente 06690,Santa Ana,ELS,,2025-06-28
6691,Cliente 06691,San Vicente,NI,Mayorista,2025-03-20
6692,Cliente 06692,La Libertad,ELS,Hogar,2025-07-16
6693,Cliente 06693,San Miguel,NI,Hogar,2025-09-11
6694,Cliente 06694,San Vicente,ELS,Hogar,2025-04-28
6695,Cliente 06695,SAN SALVADOR,NI,Mayorista,2025-05-01
6696,Cliente 06696,,NI,Mayorista,2025-11-17
6697,Cliente 06697,Sonsonate,GT,Constructor,2025-03-10
6698,Cliente 06698,San Salvador,sv,Mayorista,2025-09-02
6699,Cliente 06699,La Paz,GT,,2025-12-26
6700,Cliente 06700,La Union,HN,PyME,2025-07-19
6701,Cliente 06701,Usulutan,HN,,2025-12-24
6702,Cliente 06702,santa ana,ELS,PyME,2025-07-28
6703,Cliente 06703,La Paz,sv,Constructor,2025-07-24
6704,Cliente 06704,SAN SALVADOR,sv,Hogar,2025-10-11
6705,Cliente 06705,,NI,Mayorista,2025-06-21
6706,Cliente 06706,La Libertad,ELS,PyME,2025-10-17
6707,Cliente 06707,santa ana,SV,PyME,2025-05-15
6708,Cliente 06708,Santa Ana,ELS,Constructor,2025-09-17
6709,Cliente 06709,SAN SALVADOR,GT,PyME,2025-12-05
6710,Cliente 06710,Usulutan,sv,PyME,2025-10-07
6711,Cliente 06711,Usulutan,ELS,Constructor,2025-07-19
6712,Cliente 06712,San Vicente,GT,Constructor,2025-06-11
6713,Cliente 06713,La Libertad,NI,,2025-10-14
6714,Cliente 06714,,sv,Mayorista,2025-06-15
6715,Cliente 06715,La Libertad,GT,Hogar,2025-01-17
6716,Cliente 06716,Cuscatlan,HN,Hogar,2025-08-05
6717,Cliente 06717,santa ana,HN,,2025-11-10
6718,Cliente 06718,SAN SALVADOR,NI,,2025-10-17
6719,Cliente 06719,La Union,sv,,2025-04-26
6720,Cliente 06720,San Salvador,SV,Constructor,2025-01-12
6721,Cliente 06721,La Paz,ELS,PyME,2025-07-25
6722,Cliente 06722,San Vicente,HN,Constructor,2025-11-24
6723,Cliente 06723,,GT,Constructor,2025-09-07
C6724,Cliente 06724,La Union,SV,,2025-01-25
6725,Cliente 06725,La Libertad,HN,Constructor,2025-05-15
6726,,San Salvador,SV,PyME,2025-08-21
6727,Cliente 06727,La Union,ELS,,2025-03-23
6728,Cliente 06728,La Union,sv,Hogar,2025-08-24
6729,Cliente 06729,La Union,ELS,,2025-10-23
6730,Cliente 06730,Usulutan,NI,,2025-08-24
6731,Cliente 06731,santa ana,HN,Hogar,2025-07-18
6732,Cliente 06732,,HN,Mayorista,2025-11-23
6733,Cliente 06733,Sonsonate,NI,,2025-04-26
6734,Cliente 06734,santa ana,SV,PyME,2025-12-24
6735,Cliente 06735,San Vicente,GT,Mayorista,2025-08-27
6736,Cliente 06736,San Salvador,sv,,2025-04-20
6737,Cliente 06737,Usulutan,NI,Hogar,2025-01-17
6738,Cliente 06738,Santa Ana,SV,PyME,2025-07-08
6739,Cliente 06739,Ahuachapan,NI,Mayorista,2025-02-02
6740,Cliente 06740,Usulutan,GT,PyME,2025-08-13
6741,Cliente 06741,,ELS,Hogar,2025-05-24
6742,Cliente 06742,SAN SALVADOR,HN,Hogar,2025-08-06
6743,Cliente 06743,San Vicente,HN,,2025-06-26
6744,Cliente 06744,Chalatenango,HN,Mayorista,2025-01-25
6745,Cliente 06745,San Miguel,SV,Hogar,2025-02-21
6746,Cliente 06746,san salvador,ELS,Mayorista,2025-03-24
6747,Cliente 06747,santa ana,sv,Constructor,2025-03-17
6748,Cliente 06748,Cuscatlan,NI,Constructor,2025-10-06
6749,Cliente 06749,SAN SALVADOR,SV,Hogar,2025-09-24
6750,Cliente 06750,,NI,Mayorista,2025-10-10
6751,Cliente 06751,San Miguel,sv,Mayorista,2025-03-03
6752,Cliente 06752,Morazan,sv,Mayorista,2025-09-27
6753,Cliente 06753,San Salvador,GT,Constructor,2025-08-16
6754,Cliente 06754,San Miguel,NI,,2025-10-18
6755,Cliente 06755,Cuscatlan,ELS,Constructor,2025-02-02
6756,Cliente 06756,Ahuachapan,NI,Constructor,2025-12-15
6757,Cliente 06757,Chalatenango,NI,,2025-06-21
6758,Cliente 06758,Morazan,HN,PyME,2025-05-11
6759,Cliente 06759,,HN,Mayorista,2025-08-27
6760,Cliente 06760,La Paz,sv,PyME,2025-07-03
6761,Cliente 06761,San Vicente,SV,,2025-05-04
6762,Cliente 06762,Chalatenango,GT,Mayorista,2025-08-09
6763,Cliente 06763,Sonsonate,ELS,,2025-03-26
6764,Cliente 06764,La Paz,GT,Mayorista,2025-11-24
C6765,Cliente 06765,santa ana,GT,Constructor,2025-01-05
6766,Cliente 06766,Morazan,NI,Hogar,2025-08-21
6767,Cliente 06767,Chalatenango,GT,Constructor,2025-02-27
6768,Cliente 06768,,sv,Constructor,2025-02-05
6769,Cliente 06769,La Libertad,sv,Hogar,2025-04-21
6770,Cliente 06770,santa ana,ELS,PyME,2025-07-16
6771,Cliente 06771,San Vicente,HN,Hogar,2025-02-14
6772,Cliente 06772,Chalatenango,HN,,2025-03-25
6773,Cliente 06773,San Vicente,GT,PyME,2025-07-04
6774,Cliente 06774,La Libertad,NI,Hogar,2025-02-11
6775,Cliente 06775,Chalatenango,ELS,,2025-02-08
6776,Cliente 06776,Ahuachapan,GT,Constructor,2025-04-07
6777,Cliente 06777,,sv,,2025-12-07
6778,Cliente 06778,Ahuachapan,sv,Mayorista,2025-06-28
6779,Cliente 06779,Chalatenango,GT,Hogar,2025-09-21
6780,Cliente 06780,san salvador,NI,PyME,ayer
6781,Cliente 06781,Sonsonate,GT,,2025-09-14
6782,Cliente 06782,san salvador,NI,Mayorista,2025-12-02
6783,,San Salvador,ELS,PyME,2025-09-02
6784,Cliente 06784,San Vicente,HN,,2025-07-10
6785,Cliente 06785,Santa Ana,GT,Mayorista,2025-12-03
6786,Cliente 06786,,ELS,PyME,2025-10-20
6787,Cliente 06787,La Paz,sv,,2025-10-02
6788,Cliente 06788,La Libertad,GT,Hogar,2025-03-28
6789,Cliente 06789,Chalatenango,ELS,Hogar,2025-11-14
6790,Cliente 06790,san salvador,SV,Mayorista,2025-01-27
6791,Cliente 06791,Cuscatlan,NI,,2025-08-15
6792,Cliente 06792,SAN SALVADOR,ELS,Hogar,2025-11-20
6793,Cliente 06793,Usulutan,ELS,Mayorista,2025-07-23
6794,Cliente 06794,San Salvador,HN,Mayorista,2025-01-12
6795,Cliente 06795,,SV,Hogar,2025-07-19
6796,Cliente 06796,Ahuachapan,sv,PyME,2025-01-10
6797,Cliente 06797,san salvador,sv,PyME,2025-01-24
6798,Cliente 06798,San Miguel,HN,PyME,2025-01-23
6799,Cliente 06799,Santa Ana,HN,Mayorista,2025-06-11
6800,Cliente 06800,Usulutan,GT,Mayorista,2025-05-28
6801,Cliente 06801,Cuscatlan,ELS,Mayorista,2025-09-15
6802,Cliente 06802,San Salvador,HN,Constructor,2025-02-13
6803,Cliente 06803,San Miguel,SV,,2025-10-05
6804,Cliente 06804,,GT,PyME,2025-04-19
6805,Cliente 06805,SAN SALVADOR,sv,Constructor,2025-08-21
C6806,Cliente 06806,san salvador,NI,Hogar,2025-11-28
6807,Cliente 06807,santa ana,NI,PyME,2025-02-17
6808,Cliente 06808,Sonsonate,HN,PyME,2025-10-16
6809,Cliente 06809,San Vicente,SV,Hogar,2025-05-23
6810,Cliente 06810,San Vicente,sv,PyME,2025-01-20
6811,Cliente 06811,SAN SALVADOR,ELS,Hogar,2025-11-19
6812,Cliente 06812,Usulutan,NI,Mayorista,2025-11-26
6813,Cliente 06813,,NI,Hogar,2025-05-11
6814,Cliente 06814,Cuscatlan,GT,Mayorista,2025-11-24
6815,Cliente 06815,Sonsonate,SV,Hogar,2025-05-15
6816,Cliente 06816,La Paz,SV,Mayorista,2025-08-11
6817,Cliente 06817,San Miguel,SV,Constructor,2025-08-12
6818,Cliente 06818,Santa Ana,SV,PyME,2025-04-14
6819,Cliente 06819,Chalatenango,HN,PyME,2025-05-10
6820,Cliente 06820,Santa Ana,SV,Hogar,2025-04-11
6821,Cliente 06821,La Paz,HN,,2025-06-11
6822,Cliente 06822,,NI,,2025-03-11
6823,Cliente 06823,santa ana,HN,Hogar,2025-03-13
6824,Cliente 06824,La Libertad,sv,Mayorista,2025-02-11
6825,Cliente 06825,San Miguel,NI,Mayorista,2025-07-22
6826,Cliente 06826,Cuscatlan,SV,PyME,2025-06-24
6827,Cliente 06827,San Vicente,HN,Hogar,2025-02-16
6828,Cliente 06828,San Vicente,sv,Constructor,2025-03-15
6829,Cliente 06829,Cuscatlan,HN,Hogar,2025-08-22
6830,Cliente 06830,SAN SALVADOR,HN,Constructor,2025-11-24
6831,Cliente 06831,,HN,Hogar,2025-04-07
6832,Cliente 06832,santa ana,HN,Mayorista,2025-08-27
6833,Cliente 06833,Cuscatlan,GT,Hogar,2025-07-28
6834,Cliente 06834,Usulutan,NI,Hogar,2025-07-21
6835,Cliente 06835,Sonsonate,sv,Mayorista,2025-10-22
6836,Cliente 06836,Morazan,SV,PyME,2025-01-21
6837,Cliente 06837,Chalatenango,SV,,2025-04-06
6838,Cliente 06838,SAN SALVADOR,GT,Constructor,2025-09-11
6839,Cliente 06839,San Vicente,ELS,Constructor,2025-09-18
6840,,,sv,Constructor,2025-09-26
6840,,,sv,Constructor,2025-09-26
6841,Cliente 06841,San Miguel,sv,,2025-11-19
6842,Cliente 06842,Chalatenango,sv,Mayorista,2025-08-17
6843,Cliente 06843,San Vicente,NI,PyME,2025-04-09
6844,Cliente 06844,San Miguel,GT,Mayorista,2025-01-07
6845,Cliente 06845,SAN SALVADOR,HN,PyME,2025-02-18
6846,Cliente 06846,La Union,SV,,2025-03-03
C6847,Cliente 06847,Morazan,SV,Mayorista,2025-10-08
6848,Cliente 06848,san salvador,SV,Mayorista,2025-07-24
6849,Cliente 06849,,HN,Hogar,2025-02-15
6850,Cliente 06850,San Vicente,GT,,2025-07-10
6851,Cliente 06851,Chalatenango,SV,,2025-03-16
6852,Cliente 06852,Chalatenango,NI,Mayorista,2025-09-24
6853,Cliente 06853,Ahuachapan,ELS,PyME,2025-03-03
6854,Cliente 06854,Sonsonate,GT,Mayorista,2025-08-08
6855,Cliente 06855,Usulutan,sv,Mayorista,2025-04-06
6856,Cliente 06856,Ahuachapan,sv,,2025-10-18
6857,Cliente 06857,Santa Ana,ELS,Mayorista,2025-08-10
6858,Cliente 06858,,HN,Hogar,2025-03-23
6859,Cliente 06859,santa ana,GT,Constructor,2025-09-09
6860,Cliente 06860,SAN SALVADOR,NI,Mayorista,2025-11-16
6861,Cliente 06861,San Salvador,HN,Hogar,2025-10-20
6862,Cliente 06862,SAN SALVADOR,sv,Hogar,2025-05-14
6863,Cliente 06863,Santa Ana,sv,PyME,2025-02-17
6864,Cliente 06864,Cuscatlan,SV,PyME,2025-11-24
6865,Cliente 06865,Ahuachapan,NI,,2025-06-25
6866,Cliente 06866,santa ana,NI,PyME,2025-02-10
6867,Cliente 06867,,ELS,Hogar,2025-05-19
6868,Cliente 06868,La Union,SV,Hogar,2025-09-02
6869,Cliente 06869,La Libertad,NI,,2025-02-08
6870,Cliente 06870,San Salvador,NI,Constructor,2025-07-08
6871,Cliente 06871,La Paz,ELS,Mayorista,2025-08-18
6872,Cliente 06872,La Paz,NI,Constructor,2025-12-21
6873,Cliente 06873,Sonsonate,sv,Hogar,2025-05-03
6874,Cliente 06874,La Libertad,HN,Mayorista,2025-12-28
6875,Cliente 06875,San Salvador,GT,,2025-11-19
6876,Cliente 06876,,SV,Constructor,2025-04-15
6877,Cliente 06877,San Salvador,ELS,,2025-12-01
6878,Cliente 06878,San Salvador,SV,Hogar,2025-05-20
6879,Cliente 06879,San Miguel,SV,Hogar,2025-03-22
6880,Cliente 06880,San Vicente,HN,Mayorista,2025-10-13
6881,Cliente 06881,La Libertad,SV,Hogar,2025-04-16
6882,Cliente 06882,San Salvador,ELS,Hogar,2025-04-13
6883,Cliente 06883,La Paz,ELS,Mayorista,2025-10-09
6884,Cliente 06884,Chalatenango,HN,,2025-03-24
6885,Cliente 06885,,NI,PyME,2025-07-16
6886,Cliente 06886,La Paz,GT,PyME,2025-03-09
6887,Cliente 06887,san salvador,HN,Constructor,2025-07-21
C6888,Cliente 06888,Cuscatlan,NI,Mayorista,2025-01-05
6889,Cliente 06889,san salvador,GT,Mayorista,2025-12-06
6890,Cliente 06890,San Vicente,NI,Hogar,2025-11-01
6891,Cliente 06891,La Libertad,SV,PyME,2025-03-21
6892,Cliente 06892,SAN SALVADOR,SV,Mayorista,2025-02-26
6893,Cliente 06893,Ahuachapan,ELS,,ayer
6894,Cliente 06894,,sv,Mayorista,2025-04-03
6895,Cliente 06895,SAN SALVADOR,SV,Constructor,2025-07-08
6896,Cliente 06896,La Union,SV,,2025-10-13
6897,,Santa Ana,ELS,Mayorista,2025-07-19
6898,Cliente 06898,Morazan,sv,Mayorista,2025-10-27
6899,Cliente 06899,San Salvador,ELS,Mayorista,2025-09-24
6900,Cliente 06900,san salvador,NI,Mayorista,2025-07-18
6901,Cliente 06901,San Miguel,HN,Mayorista,2025-10-19
6902,Cliente 06902,Morazan,GT,,2025-11-24
6903,Cliente 06903,,ELS,Hogar,2025-08-05
6904,Cliente 06904,La Union,GT,Hogar,2025-06-20
6905,Cliente 06905,santa ana,GT,Mayorista,2025-09-11
6906,Cliente 06906,San Salvador,SV,Constructor,2025-04-28
6907,Cliente 06907,Ahuachapan,SV,Mayorista,2025-07-15
6908,Cliente 06908,SAN SALVADOR,HN,Mayorista,2025-05-06
6909,Cliente 06909,Santa Ana,sv,Mayorista,2025-04-03
6910,Cliente 06910,Sonsonate,sv,,2025-10-15
6911,Cliente 06911,Santa Ana,NI,Constructor,2025-02-20
6912,Cliente 06912,,HN,Mayorista,2025-10-11
6913,Cliente 06913,Santa Ana,ELS,Constructor,2025-04-18
6914,Cliente 06914,Cuscatlan,GT,Hogar,2025-03-18
6915,Cliente 06915,Ahuachapan,sv,Hogar,2025-02-03
6916,Cliente 06916,Chalatenango,SV,Constructor,2025-10-19
6917,Cliente 06917,La Libertad,sv,Hogar,2025-11-11
6918,Cliente 06918,Cuscatlan,ELS,Hogar,2025-12-01
6919,Cliente 06919,San Miguel,GT,,2025-04-25
6920,Cliente 06920,Santa Ana,sv,Constructor,2025-07-10
6921,Cliente 06921,,SV,PyME,2025-03-16
6922,Cliente 06922,Usulutan,NI,Constructor,2025-01-25
6923,Cliente 06923,Usulutan,SV,,2025-08-15
6924,Cliente 06924,La Paz,GT,Mayorista,2025-05-14
6925,Cliente 06925,SAN SALVADOR,SV,Constructor,2025-12-05
6926,Cliente 06926,Sonsonate,ELS,Hogar,2025-09-06
6927,Cliente 06927,Sonsonate,HN,PyME,2025-03-16
6928,Cliente 06928,Santa Ana,NI,PyME,2025-08-28
C6929,Cliente 06929,Usulutan,HN,,2025-10-05
6930,Cliente 06930,,ELS,Constructor,2025-06-19
6931,Cliente 06931,San Miguel,ELS,,2025-06-01
6932,Cliente 06932,San Miguel,HN,PyME,2025-12-25
6933,Cliente 06933,San Miguel,SV,PyME,2025-12-21
6934,Cliente 06934,san salvador,ELS,Mayorista,2025-12-02
6935,Cliente 06935,Usulutan,ELS,,2025-02-01
6936,Cliente 06936,Sonsonate,sv,Constructor,2025-07-20
6937,Cliente 06937,san salvador,ELS,PyME,2025-03-24
6938,Cliente 06938,Santa Ana,SV,Hogar,2025-11-18
6939,Cliente 06939,,SV,Mayorista,2025-11-17
6940,Cliente 06940,San Miguel,SV,,2025-12-19
6941,Cliente 06941,La Union,HN,,2025-12-06
6942,Cliente 06942,Chalatenango,NI,Mayorista,2025-03-09
6943,Cliente 06943,santa ana,SV,Constructor,2025-11-20
6944,Cliente 06944,Ahuachapan,ELS,,2025-04-24
6945,Cliente 06945,santa ana,GT,Mayorista,2025-12-11
6946,Cliente 06946,San Miguel,sv,PyME,2025-06-08
6947,Cliente 06947,Usulutan,SV,PyME,2025-12-23
6948,Cliente 06948,,NI,Hogar,2025-11-01
6949,Cliente 06949,san salvador,NI,PyME,2025-02-12
6950,Cliente 06950,Cuscatlan,HN,PyME,2025-05-04
6951,Cliente 06951,La Paz,SV,,2025-06-04
6952,Cliente 06952,La Union,ELS,Mayorista,2025-05-27
6953,Cliente 06953,Usulutan,HN,,2025-01-09
6954,,Cuscatlan,NI,,2025-11-22
6955,Cliente 06955,San Vicente,sv,Mayorista,2025-09-14
6956,Cliente 06956,San Miguel,sv,Mayorista,2025-12-01
6957,Cliente 06957,,ELS,Hogar,2025-09-23
6958,Cliente 06958,Sonsonate,GT,,2025-06-07
6959,Cliente 06959,Morazan,HN,Constructor,2025-04-16
6960,Cliente 06960,Cuscatlan,sv,Hogar,2025-06-06
6961,Cliente 06961,Ahuachapan,SV,Hogar,2025-01-21
6962,Cliente 06962,santa ana,SV,Constructor,2025-05-27
6963,Cliente 06963,SAN SALVADOR,SV,Mayorista,2025-01-02
6964,Cliente 06964,Sonsonate,HN,Constructor,2025-12-07
6965,Cliente 06965,San Miguel,sv,,2025-07-11
6966,Cliente 06966,,SV,,2025-09-08
6967,Cliente 06967,La Libertad,sv,Hogar,2025-11-02
6968,Cliente 06968,Sonsonate,ELS,Mayorista,2025-01-16
6969,Cliente 06969,La Union,GT,,2025-11-21
C6970,Cliente 06970,San Salvador,NI,Hogar,2025-07-04
6971,Cliente 06971,san salvador,SV,Mayorista,2025-05-04
6972,Cliente 06972,Chalatenango,HN,Hogar,2025-06-26
6973,Cliente 06973,San Vicente,SV,Mayorista,2025-10-02
6974,Cliente 06974,San Miguel,HN,Hogar,2025-05-08
6975,Cliente 06975,,sv,PyME,2025-09-02
6976,Cliente 06976,Morazan,HN,PyME,2025-10-23
6977,Cliente 06977,La Libertad,ELS,Hogar,2025-01-23
6978,Cliente 06978,Santa Ana,NI,Hogar,2025-08-14
6979,Cliente 06979,La Libertad,ELS,,2025-12-04
6980,Cliente 06980,Sonsonate,SV,Mayorista,2025-05-13
6981,Cliente 06981,san salvador,sv,Hogar,2025-07-08
6982,Cliente 06982,San Vicente,sv,Constructor,2025-11-23
6983,Cliente 06983,Morazan,HN,Constructor,2025-06-12
6984,Cliente 06984,,GT,,2025-07-22
6985,Cliente 06985,Morazan,sv,PyME,2025-12-05
6986,Cliente 06986,La Union,GT,PyME,2025-08-06
6987,Cliente 06987,Santa Ana,SV,Constructor,2025-04-09
6988,Cliente 06988,Santa Ana,ELS,Constructor,2025-07-19
6989,Cliente 06989,Santa Ana,SV,Hogar,2025-08-01
6990,Cliente 06990,Cuscatlan,HN,,2025-05-20
6991,Cliente 06991,Santa Ana,HN,,2025-02-21
6992,Cliente 06992,Cuscatlan,GT,PyME,2025-07-27
6993,Cliente 06993,,ELS,,2025-06-28
6994,Cliente 06994,La Libertad,sv,Hogar,2025-03-01
6995,Cliente 06995,Chalatenango,HN,Hogar,2025-10-19
6996,Cliente 06996,Usulutan,NI,PyME,2025-09-16
6997,Cliente 06997,SAN SALVADOR,sv,Constructor,2025-10-19
6998,Cliente 06998,Ahuachapan,sv,,2025-02-02
6999,Cliente 06999,Ahuachapan,GT,,2025-07-01
7000,Cliente 07000,Cuscatlan,GT,,2025-11-07
7001,Cliente 07001,La Union,ELS,PyME,2025-06-03
7002,Cliente 07002,,ELS,Constructor,2025-04-18
7003,Cliente 07003,Usulutan,NI,PyME,2025-06-26
7004,Cliente 07004,Cuscatlan,SV,PyME,2025-01-15
7005,Cliente 07005,santa ana,HN,,2025-04-08
7006,Cliente 07006,La Union,SV,Hogar,ayer
7007,Cliente 07007,santa ana,HN,Hogar,2025-03-06
7008,Cliente 07008,La Libertad,SV,Constructor,2025-12-22
7009,Cliente 07009,Morazan,NI,Hogar,2025-01-16
7010,Cliente 07010,SAN SALVADOR,HN,Mayorista,2025-03-02
C7011,,,GT,PyME,2025-05-03
7012,Cliente 07012,La Union,SV,Constructor,2025-11-05
7013,Cliente 07013,La Union,GT,Constructor,2025-08-20
7014,Cliente 07014,Chalatenango,NI,Hogar,2025-08-25
7015,Cliente 07015,Sonsonate,ELS,Constructor,2025-08-11
7016,Cliente 07016,san salvador,NI,Hogar,2025-04-02
7017,Cliente 07017,Chalatenango,ELS,Mayorista,2025-11-12
7018,Cliente 07018,Usulutan,GT,Constructor,2025-11-02
7019,Cliente 07019,La Union,NI,Constructor,2025-12-02
7020,Cliente 07020,,SV,Hogar,2025-03-12
7020,Cliente 07020,,SV,Hogar,2025-03-12
7021,Cliente 07021,Chalatenango,NI,Hogar,2025-09-06
7022,Cliente 07022,Sonsonate,NI,Hogar,2025-11-07
7023,Cliente 07023,Santa Ana,NI,Hogar,2025-09-03
7024,Cliente 07024,santa ana,SV,,2025-12-16
7025,Cliente 07025,Cuscatlan,ELS,Mayorista,2025-04-21
7026,Cliente 07026,San Vicente,ELS,Constructor,2025-01-05
7027,Cliente 07027,san salvador,ELS,,2025-09-03
7028,Cliente 07028,Usulutan,GT,Mayorista,2025-11-11
7029,Cliente 07029,,sv,,2025-01-06
7030,Cliente 07030,Ahuachapan,NI,Mayorista,2025-05-27
7031,Cliente 07031,Morazan,SV,Hogar,2025-04-09
7032,Cliente 07032,San Salvador,GT,PyME,2025-09-15
7033,Cliente 07033,Usulutan,SV,Mayorista,2025-03-25
7034,Cliente 07034,Ahuachapan,GT,Hogar,2025-11-09
7035,Cliente 07035,Cuscatlan,ELS,Constructor,2025-01-15
7036,Cliente 07036,San Vicente,NI,PyME,2025-08-11
7037,Cliente 07037,San Salvador,GT,PyME,2025-07-06
7038,Cliente 07038,,ELS,,2025-10-23
