id_producto,nombre,id_categoria,marca,activo
9049,Sierra 09049,5526,Truper,
9050,Clavos 09050,6999,EPAHome,FALSE
9051,Martillo 09051,468,Stanley,SI
9052,Reflector 09052,3042,EPAHome,NO
9053,Pulidora 09053,5819,Stanley,0
9054,Pintura 09054,7138,Truper,1
9055,Sierra 09055,256,Pretul,
9056,Brocha 09056,5623,Pretul,SI
9057,Tornillo 09057,8572,Bosch,
9058,Pulidora 09058,9296,EPAHome,NO
9059,Tornillo 09059,163,Truper,TRUE
9060,Pintura 09060,9711,Pretul,
9061,Brocha 09061,3656,,
9062,Reflector 09062,4640,Makita,
9063,Pulidora 09063,7944,Total,1
9064,Sierra 09064,5308,Total,FALSE
9065,Pulidora 09065,2957,,SI
9066,Reflector 09066,6074,Total,
9067,Martillo 09067,2971,Truper,1
9068,Reflector 09068,2699,Bosch,TRUE
9069,Pulidora 09069,3158,Makita,SI
9070,Taladro 09070,10094,,SI
9071,Sierra 09071,5892,,FALSE
9072,Cerradura 09072,3756,Total,NO
9073,Taladro 09073,8577,EPAHome,FALSE
9074,Pintura 09074,1987,EPAHome,
9075,,10247,Bosch,0
9076,Pintura 09076,207,Truper,SI
9077,Martillo 09077,4944,,1
9078,Sierra 09078,5231,Stanley,
9079,Pintura 09079,7811,EPAHome,
9080,Cerradura 09080,5349,Total,SI
9081,Pintura 09081,647,Total,SI
9082,Pulidora 09082,2933,Total,FALSE
9083,Martillo 09083,10720,Truper,0
9084,Tornillo 09084,8909,Pretul,
9085,Cerradura 09085,9455,Bosch,1
P9086,Brocha 09086,795,Stanley,FALSE
9087,Reflector 09087,58,,1
9088,Taladro 09088,181,EPAHome,1
9089,Clavos 09089,10331,Stanley,0
9090,Sierra 09090,858,Total,TRUE
9091,Taladro 09091,7122,Bosch,TRUE
9092,Cerradura 09092,7044,EPAHome,NO
9093,Pulidora 09093,1356,Pretul,SI
9094,Reflector 09094,9646,Stanley,
9095,Cerradura 09095,6487,Pretul,0
9096,Reflector 09096,4457,Total,0
9097,Martillo 09097,4380,Pretul,0
9098,Brocha 09098,8324,Makita,NO
9099,Martillo 09099,10504,Total,FALSE
9100,Pintura 09100,9412,Pretul,TRUE
9101,Cerradura 09101,433,Makita,
9102,Cerradura 09102,1461,Total,0
9103,Pintura 09103,7664,Bosch,0
9104,Taladro 09104,8556,Total,FALSE
9105,Reflector 09105,10166,Bosch,SI
9106,Pintura 09106,5673,Pretul,1
9107,Pintura 09107,9167,,SI
9108,,9073,EPAHome,NO
9109,Reflector 09109,2706,Pretul,
9110,Pintura 09110,10551,Total,TRUE
9111,Sierra 09111,221,Makita,1
9112,Taladro 09112,10036,Pretul,SI
9113,Pintura 09113,2165,Truper,NO
9114,Clavos 09114,5854,Truper,FALSE
9115,Pulidora 09115,10065,EPAHome,
9116,Pintura 09116,7145,Total,1
9117,Sierra 09117,7657,Truper,
9118,Pulidora 09118,7246,,NO
9119,Brocha 09119,10164,Total,NO
9120,Tornillo 09120,10108,EPAHome,1
9121,Martillo 09121,3210,Makita,FALSE
9122,Brocha 09122,161,Stanley,0
9123,Pulidora 09123,2668,Pretul,NO
9124,Clavos 09124,8320,Pretul,0
9125,Taladro 09125,7668,Truper,TRUE
9126,Pintura 09126,4228,Total,SI
9127,Brocha 09127,1958,Truper,FALSE
9128,Reflector 09128,10105,Total,NO
9129,Taladro 09129,7323,EPAHome,NO
9130,Martillo 09130,2250,Total,TRUE
9131,Brocha 09131,246,Total,1
9132,Tornillo 09132,623,Stanley,FALSE
9133,Reflector 09133,2982,EPAHome,NO
9134,Pulidora 09134,7434,Bosch,SI
9135,Cerradura 09135,1036,EPAHome,1
9136,Taladro 09136,3844,Total,TRUE
9137,Taladro 09137,10364,,FALSE
9138,Brocha 09138,6320,Truper,NO
9139,Reflector 09139,4843,Truper,SI
9140,Cerradura 09140,728,Total,FALSE
9141,,4281,Bosch,SI
9142,Reflector 09142,278,Pretul,NO
9143,Taladro 09143,892,Stanley,SI
9144,Sierra 09144,7827,Pretul,0
9145,Pulidora 09145,9220,Truper,1
9146,Sierra 09146,3524,Bosch,SI
9147,Reflector 09147,10339,Bosch,FALSE
9148,Taladro 09148,9457,,0
9149,Taladro 09149,1650,Truper,1
9150,Tornillo 09150,4582,Stanley,FALSE
9151,Reflector 09151,4921,Stanley,FALSE
9152,Cerradura 09152,4484,Stanley,TRUE
9153,Pulidora 09153,2271,Stanley,SI
9154,Tornillo 09154,9914,EPAHome,FALSE
9155,Reflector 09155,669,Stanley,1
9156,Taladro 09156,8948,EPAHome,FALSE
9157,Pulidora 09157,4959,Truper,FALSE
9158,Pintura 09158,9298,,NO
9159,Pintura 09159,1221,Total,FALSE
9160,Clavos 09160,9028,,FALSE
9161,Pintura 09161,1163,Bosch,
9162,Pulidora 09162,6828,Makita,0
P9163,Reflector 09163,2972,Pretul,FALSE
9164,Sierra 09164,837,Truper,NO
9165,Pulidora 09165,3177,Bosch,TRUE
9166,Clavos 09166,8730,Bosch,FALSE
9167,Martillo 09167,2541,Total,SI
9168,Martillo 09168,10463,,
9169,Cerradura 09169,5869,Stanley,
9170,Pintura 09170,7757,,1
9171,Clavos 09171,6878,Makita,0
9172,Taladro 09172,6129,EPAHome,
9173,Reflector 09173,6277,Stanley,FALSE
9174,,8304,Bosch,
9175,Pintura 09175,3343,Stanley,NO
9176,Pulidora 09176,10140,EPAHome,NO
9177,Brocha 09177,1438,Stanley,
9178,Cerradura 09178,7333,Total,SI
9179,Clavos 09179,814,,0
9180,Martillo 09180,2704,Makita,0
9181,Tornillo 09181,10237,Total,0
9182,Brocha 09182,6508,Bosch,TRUE
9183,Sierra 09183,10471,Total,SI
9184,Taladro 09184,4827,Makita,0
9185,Taladro 09185,895,Total,
9186,Clavos 09186,8496,Truper,
9187,Martillo 09187,7614,EPAHome,0
9188,Brocha 09188,4389,Bosch,1
9189,Pulidora 09189,6762,,TRUE
9190,Tornillo 09190,8806,Makita,NO
9191,Clavos 09191,2519,Total,SI
9192,Sierra 09192,3903,Pretul,NO
9193,Brocha 09193,5239,Truper,
9194,Tornillo 09194,6210,Makita,1
9195,Cerradura 09195,118,Stanley,0
9196,Pulidora 09196,4561,Stanley,TRUE
9197,Pulidora 09197,8540,Total,0
9198,Sierra 09198,8151,Pretul,FALSE
9199,Pulidora 09199,1994,Makita,
9200,Taladro 09200,7473,Stanley,NO
9201,Taladro 09201,7766,Makita,FALSE
9202,Sierra 09202,3253,,1
9203,Reflector 09203,2368,,SI
9204,Pintura 09204,3840,Pretul,FALSE
9205,Cerradura 09205,2556,Truper,FALSE
9206,Sierra 09206,4181,Total,NO
9207,,950,EPAHome,0
9208,Taladro 09208,10379,,0
9209,Pintura 09209,9693,Makita,NO
9210,Brocha 09210,8676,Stanley,
9211,Taladro 09211,7236,Bosch,TRUE
9212,Cerradura 09212,4312,Makita,SI
9213,Taladro 09213,6660,Pretul,
9214,Clavos 09214,790,Pretul,FALSE
9215,Cerradura 09215,631,Truper,TRUE
9216,Cerradura 09216,1521,Pretul,NO
9217,Pintura 09217,843,Total,1
9218,Martillo 09218,3946,Pretul,
9219,Cerradura 09219,8575,Pretul,SI
9220,Clavos 09220,1921,Makita,NO
9221,Clavos 09221,3228,Truper,0
9222,Tornillo 09222,3835,Total,0
9223,Reflector 09223,9096,Bosch,
9224,Sierra 09224,712,EPAHome,1
9225,Martillo 09225,ABC,,SI
9226,Tornillo 09226,7955,EPAHome,FALSE
9227,Brocha 09227,2391,EPAHome,TRUE
9228,Martillo 09228,5030,Bosch,TRUE
9229,Reflector 09229,1342,Total,TRUE
9230,Clavos 09230,2645,Truper,0
9231,Cerradura 09231,3333,,
9232,Reflector 09232,10448,Stanley,TRUE
9233,Taladro 09233,1589,EPAHome,
9234,Sierra 09234,5307,Makita,SI
9235,Sierra 09235,8691,Stanley,1
9236,Cerradura 09236,10442,Makita,SI
9237,Cerradura 09237,155,Stanley,FALSE
9238,Pulidora 09238,3448,Total,NO
9239,Taladro 09239,10297,,
P9240,,6382,Makita,0
9241,Martillo 09241,3184,,1
9242,Taladro 09242,906,Stanley,FALSE
9243,Tornillo 09243,10572,Total,1
9244,Clavos 09244,3292,Total,
9245,Martillo 09245,3336,,
9246,Brocha 09246,6107,Stanley,FALSE
9247,Sierra 09247,5137,EPAHome,
9248,Pulidora 09248,8063,EPAHome,SI
9249,Brocha 09249,7174,Stanley,1
9250,Clavos 09250,6977,Stanley,1
9251,Brocha 09251,7689,EPAHome,SI
9252,Sierra 09252,10110,Bosch,SI
9253,Sierra 09253,7504,Total,TRUE
9254,Brocha 09254,3597,Pretul,FALSE
9255,Taladro 09255,7320,,NO
9256,Cerradura 09256,10706,Total,FALSE
9257,Clavos 09257,7689,Makita,TRUE
9258,Clavos 09258,2415,Bosch,FALSE
9259,Taladro 09259,7144,Makita,SI
9260,Pintura 09260,9899,Makita,TRUE
9261,Pulidora 09261,5001,Total,0
9262,Martillo 09262,1692,Makita,SI
9263,Reflector 09263,3079,Makita,1
9264,Brocha 09264,8100,Pretul,SI
9265,Tornillo 09265,304,Bosch,FALSE
9266,Pulidora 09266,5582,Bosch,TRUE
9267,Reflector 09267,4485,Makita,0
9268,Reflector 09268,6500,Makita,SI
9269,Cerradura 09269,9883,Stanley,FALSE
9270,Tornillo 09270,4826,,1
9271,Brocha 09271,7026,Stanley,SI
9272,Tornillo 09272,9046,Stanley,TRUE
9273,,6117,Truper,SI
9274,Pulidora 09274,4776,Truper,NO
9275,Sierra 09275,2249,Pretul,1
9276,Reflector 09276,1436,Stanley,SI
9277,Tornillo 09277,10618,Total,FALSE
9278,Tornillo 09278,2452,Stanley,FALSE
9279,Tornillo 09279,1794,Bosch,1
9280,Clavos 09280,8310,EPAHome,TRUE
9281,Pintura 09281,4773,Truper,1
9282,Clavos 09282,8956,Bosch,0
9283,Sierra 09283,8935,Pretul,
9284,Sierra 09284,4889,Stanley,NO
9285,Tornillo 09285,9202,Bosch,SI
9286,Martillo 09286,1264,Truper,
9287,Pulidora 09287,10256,,0
9288,Martillo 09288,2232,Pretul,
9289,Martillo 09289,347,Truper,SI
9290,Martillo 09290,689,EPAHome,FALSE
9291,Pintura 09291,140,Truper,SI
9292,Sierra 09292,9173,Pretul,NO
9293,Clavos 09293,7414,Total,
9294,Pintura 09294,7143,Truper,
9295,Reflector 09295,158,Total,SI
9296,Brocha 09296,5841,Bosch,FALSE
9297,Sierra 09297,4154,EPAHome,0
9298,Clavos 09298,1475,Truper,TRUE
9299,Tornillo 09299,2521,Makita,TRUE
9300,Taladro 09300,331,Truper,NO
9301,Pintura 09301,2339,Bosch,NO
9302,Tornillo 09302,6382,Total,NO
9303,Pulidora 09303,7827,Bosch,SI
9304,Brocha 09304,8877,Bosch,TRUE
9305,Pulidora 09305,8657,Truper,FALSE
9306,,6499,Pretul,1
9307,Brocha 09307,5462,Bosch,FALSE
9308,Taladro 09308,2459,EPAHome,FALSE
9309,Martillo 09309,9826,EPAHome,1
9310,Reflector 09310,4770,Truper,TRUE
9311,Pintura 09311,10251,Total,TRUE
9312,Pulidora 09312,3628,Truper,FALSE
9313,Taladro 09313,8688,Pretul,SI
9314,Martillo 09314,5011,Pretul,FALSE
9315,Reflector 09315,7616,Stanley,FALSE
9316,Pintura 09316,4904,Pretul,
P9317,Tornillo 09317,7691,Pretul,TRUE
9318,Brocha 09318,318,,NO
9319,Pulidora 09319,9839,Makita,FALSE
9320,Brocha 09320,7286,,0
9321,Clavos 09321,1129,,
9322,Sierra 09322,5399,Bosch,1
9323,Pintura 09323,1313,,NO
9324,Martillo 09324,5969,Truper,FALSE
9325,Clavos 09325,4501,Total,0
9326,Clavos 09326,459,Stanley,1
9327,Tornillo 09327,5778,,SI
9328,Taladro 09328,7466,Stanley,NO
9329,Taladro 09329,10708,EPAHome,FALSE
9330,Sierra 09330,5614,,1
9331,Clavos 09331,2175,Truper,SI
9332,Clavos 09332,2863,Pretul,1
9333,Sierra 09333,7511,Makita,NO
9334,Taladro 09334,6621,Stanley,1
9335,Pintura 09335,3182,,TRUE
9336,Pintura 09336,607,Makita,SI
9337,Tornillo 09337,10038,EPAHome,SI
9338,Cerradura 09338,26,Makita,
9339,,1991,EPAHome,
9340,Cerradura 09340,7352,Pretul,0
9341,Cerradura 09341,2681,EPAHome,FALSE
9342,Pulidora 09342,7803,Total,1
9343,Brocha 09343,4580,Pretul,TRUE
9344,Pulidora 09344,7033,Bosch,
9345,Pulidora 09345,423,Bosch,NO
9346,Reflector 09346,10651,Bosch,NO
9347,Sierra 09347,2333,,NO
9348,Martillo 09348,5342,Pretul,TRUE
9349,Tornillo 09349,1676,Pretul,1
9350,Pintura 09350,777,Stanley,0
9351,Brocha 09351,3113,Makita,0
9352,Martillo 09352,1601,Truper,
9353,Martillo 09353,7859,Makita,FALSE
9354,Pintura 09354,5024,Makita,
9355,Tornillo 09355,7450,,0
9356,Pulidora 09356,7065,Stanley,NO
9357,Sierra 09357,4929,Total,FALSE
9358,Brocha 09358,9059,EPAHome,
9359,Pintura 09359,6232,,FALSE
9360,Clavos 09360,7123,Stanley,NO
9361,Sierra 09361,10680,,0
9362,Clavos 09362,291,Makita,TRUE
9363,Pintura 09363,10376,Stanley,TRUE
9364,Cerradura 09364,5302,EPAHome,SI
9365,Reflector 09365,2398,Bosch,SI
9366,Cerradura 09366,6738,Bosch,FALSE
9367,Brocha 09367,9937,EPAHome,TRUE
9368,Pintura 09368,9220,Makita,FALSE
9369,Tornillo 09369,244,Makita,0
9370,Martillo 09370,2666,Pretul,SI
9371,Pintura 09371,5929,EPAHome,
9372,,2692,EPAHome,
9373,Pulidora 09373,3272,Stanley,NO
9374,Tornillo 09374,5276,Stanley,1
9375,Brocha 09375,582,,SI
9376,Pintura 09376,9696,EPAHome,
9377,Pulidora 09377,2736,Truper,TRUE
9378,Taladro 09378,4754,Truper,SI
9379,Martillo 09379,5401,Pretul,1
9380,Pulidora 09380,2298,Bosch,0
9381,Pulidora 09381,947,Makita,1
9382,Brocha 09382,2554,Truper,NO
9383,Clavos 09383,5727,Pretul,SI
9384,Cerradura 09384,5924,,0
9385,Pulidora 09385,4459,Stanley,FALSE
9386,Reflector 09386,3333,Bosch,1
9387,Sierra 09387,8173,EPAHome,NO
9388,Cerradura 09388,9296,Stanley,NO
9389,Taladro 09389,9414,Truper,0
9390,Sierra 09390,2941,EPAHome,
9391,Sierra 09391,6142,Total,TRUE
9392,Cerradura 09392,2096,Stanley,FALSE
9393,Clavos 09393,9661,Bosch,TRUE
P9394,Reflector 09394,3403,Pretul,SI
9395,Pintura 09395,5025,Pretul,1
9396,Clavos 09396,1130,EPAHome,
9397,Taladro 09397,3451,Stanley,
9398,Taladro 09398,2626,Pretul,1
9399,Taladro 09399,4672,,SI
9400,Taladro 09400,10489,Pretul,1
9401,Martillo 09401,8237,Makita,FALSE
9402,Reflector 09402,1880,Total,SI
9403,Pintura 09403,9413,Truper,NO
9404,Cerradura 09404,10340,Total,
9405,,4467,Stanley,1
9406,Brocha 09406,2577,EPAHome,TRUE
9407,Pulidora 09407,9483,,NO
9408,Cerradura 09408,7788,Total,FALSE
9409,Cerradura 09409,3330,,FALSE
9410,Martillo 09410,1354,EPAHome,1
9411,Brocha 09411,9355,Makita,FALSE
9412,Reflector 09412,7686,Total,SI
9413,Tornillo 09413,6186,,NO
9414,Brocha 09414,3648,Bosch,0
9415,Clavos 09415,6214,EPAHome,0
9416,Pintura 09416,5435,,
9417,Clavos 09417,6193,Pretul,NO
9418,Martillo 09418,4711,Truper,0
9419,Reflector 09419,9837,Pretul,
9420,Pulidora 09420,5666,Total,
9421,Taladro 09421,3660,Pretul,1
9422,Reflector 09422,1198,Total,0
9423,Pulidora 09423,852,,
9424,Pulidora 09424,7877,EPAHome,SI
9425,Pulidora 09425,5126,Pretul,SI
9426,Cerradura 09426,1159,,0
9427,Pintura 09427,2008,Stanley,TRUE
9428,Tornillo 09428,7993,Stanley,FALSE
9429,Pintura 09429,6955,EPAHome,1
9430,Cerradura 09430,ABC,Truper,1
9431,Pulidora 09431,4106,Bosch,1
9432,Tornillo 09432,362,Truper,
9433,Reflector 09433,6078,,TRUE
9434,Sierra 09434,6513,Pretul,0
9435,Taladro 09435,5751,Truper,NO
9436,Pulidora 09436,1926,Truper,
9437,Cerradura 09437,3374,Pretul,1
9438,,1330,Bosch,0
9439,Pintura 09439,4102,Pretul,0
9440,Cerradura 09440,4771,Total,TRUE
9441,Martillo 09441,3731,Total,FALSE
9442,Taladro 09442,3317,Total,0
9443,Martillo 09443,8868,Bosch,TRUE
9444,Pintura 09444,7656,Bosch,NO
9445,Clavos 09445,5123,Bosch,FALSE
9446,Sierra 09446,3184,Total,SI
9447,Reflector 09447,1420,Total,FALSE
9448,Tornillo 09448,6147,Pretul,1
9449,Taladro 09449,3064,Truper,1
9450,Martillo 09450,8414,EPAHome,TRUE
9451,Cerradura 09451,3248,Makita,SI
9452,Reflector 09452,6749,Truper,0
9453,Reflector 09453,4826,Makita,SI
9454,Brocha 09454,7998,Bosch,SI
9455,Cerradura 09455,1173,Bosch,1
9456,Reflector 09456,10257,Truper,1
9457,Tornillo 09457,1538,EPAHome,NO
9458,Reflector 09458,8087,Makita,NO
9459,Pulidora 09459,1412,Stanley,NO
9460,Sierra 09460,9543,EPAHome,TRUE
9461,Sierra 09461,5130,Truper,FALSE
9462,Martillo 09462,7060,Makita,NO
9463,Cerradura 09463,9550,EPAHome,
9464,Cerradura 09464,2840,,0
9465,Brocha 09465,3004,EPAHome,1
9466,Clavos 09466,1963,Stanley,TRUE
9467,Brocha 09467,8437,Bosch,SI
9468,Cerradura 09468,3983,Makita,SI
9469,Reflector 09469,1007,Makita,0
9470,Tornillo 09470,8384,Total,FALSE
P9471,,4435,Pretul,TRUE
9472,Martillo 09472,7609,EPAHome,
9473,Pintura 09473,8650,Pretul,TRUE
9474,Reflector 09474,2673,,NO
9475,Cerradura 09475,748,Truper,0
9476,Pintura 09476,2595,Total,0
9477,Martillo 09477,2715,Makita,SI
9478,Taladro 09478,10795,,1
9479,Sierra 09479,7118,Bosch,FALSE
9480,Cerradura 09480,7844,Pretul,SI
9481,Martillo 09481,7542,Bosch,0
9482,Pulidora 09482,10729,Bosch,NO
9483,Martillo 09483,6973,Stanley,1
9484,Clavos 09484,6328,Truper,SI
9485,Brocha 09485,2083,Pretul,SI
9486,Pulidora 09486,942,Truper,SI
9487,Taladro 09487,1889,,NO
9488,Sierra 09488,5467,,0
9489,Taladro 09489,5540,Bosch,
9490,Tornillo 09490,10443,EPAHome,FALSE
9491,Tornillo 09491,4814,Truper,FALSE
9492,Sierra 09492,10535,EPAHome,NO
9493,Reflector 09493,7906,Pretul,0
9494,Pintura 09494,9306,Makita,SI
9495,Martillo 09495,7684,Stanley,NO
9496,Taladro 09496,3050,EPAHome,NO
9497,Pintura 09497,3486,,FALSE
9498,Tornillo 09498,3490,Bosch,FALSE
9499,Cerradura 09499,2293,Stanley,NO
9500,Pintura 09500,5037,Makita,0
9500,Pintura 09500,5037,Makita,0
9501,Tornillo 09501,6246,Makita,1
9502,Cerradura 09502,5334,Stanley,
9503,Clavos 09503,1503,Total,1
9504,,8252,Stanley,FALSE
9505,Martillo 09505,8106,Total,SI
9506,Cerradura 09506,10616,Makita,TRUE
9507,Pintura 09507,3787,,0
9508,Taladro 09508,9609,Bosch,FALSE
9509,Cerradura 09509,9821,Pretul,FALSE
9510,Pulidora 09510,2415,Total,0
9511,Tornillo 09511,8660,,FALSE
9512,Sierra 09512,1967,Pretul,SI
9513,Cerradura 09513,3539,EPAHome,
9514,Pintura 09514,4428,,1
9515,Taladro 09515,5572,Total,FALSE
9516,Sierra 09516,6301,Bosch,NO
9517,Brocha 09517,9866,Stanley,TRUE
9518,Pintura 09518,1395,Total,
9519,Pulidora 09519,8562,Stanley,TRUE
9520,Sierra 09520,1946,EPAHome,
9521,Cerradura 09521,6268,Pretul,
9522,Tornillo 09522,7897,Stanley,NO
9523,Pintura 09523,4943,Pretul,FALSE
9524,Sierra 09524,4461,Total,FALSE
9525,Pintura 09525,8045,Total,SI
9526,Pintura 09526,285,Stanley,
9527,Taladro 09527,684,Truper,0
9528,Tornillo 09528,6122,Bosch,0
9529,Tornillo 09529,10740,,FALSE
9530,Tornillo 09530,6180,Bosch,0
9531,Pulidora 09531,4228,,FALSE
9532,Martillo 09532,2507,Truper,0
9533,Brocha 09533,2112,Truper,
9534,Reflector 09534,8229,Bosch,0
9535,Pulidora 09535,9951,,
9536,Reflector 09536,7782,Total,FALSE
9537,,6747,,SI
9538,Sierra 09538,3757,Makita,SI
9539,Brocha 09539,577,Stanley,
9540,Sierra 09540,2428,Truper,TRUE
9541,Clavos 09541,6286,Stanley,
9542,Clavos 09542,6452,Bosch,1
9543,Cerradura 09543,10520,Pretul,FALSE
9544,Pintura 09544,2046,Truper,SI
9545,Pulidora 09545,4440,Makita,
9546,Pulidora 09546,3142,,0
9547,Clavos 09547,8160,EPAHome,NO
P9548,Reflector 09548,843,Total,NO
9549,Clavos 09549,1942,Makita,1
9550,Sierra 09550,9453,EPAHome,
9551,Cerradura 09551,3453,EPAHome,FALSE
9552,Sierra 09552,9554,Stanley,0
9553,Brocha 09553,9948,,SI
9554,Sierra 09554,5657,Bosch,FALSE
9555,Brocha 09555,7767,Pretul,NO
9556,Martillo 09556,6411,Pretul,
9557,Taladro 09557,677,Makita,
9558,Reflector 09558,7319,Truper,FALSE
9559,Taladro 09559,4622,Truper,
9560,Taladro 09560,5426,Pretul,0
9561,Brocha 09561,10268,EPAHome,TRUE
9562,Martillo 09562,9551,Bosch,
9563,Tornillo 09563,3478,Bosch,SI
9564,Tornillo 09564,4578,EPAHome,1
9565,Clavos 09565,10579,Total,SI
9566,Reflector 09566,5799,Makita,TRUE
9567,Sierra 09567,8858,Bosch,1
9568,Taladro 09568,8781,,NO
9569,Taladro 09569,10123,Stanley,TRUE
9570,,2617,Bosch,0
9571,Martillo 09571,3638,Pretul,1
9572,Brocha 09572,2849,Makita,
9573,Brocha 09573,7126,Makita,SI
9574,Brocha 09574,9929,EPAHome,NO
9575,Martillo 09575,4242,Total,TRUE
9576,Clavos 09576,7235,Total,FALSE
9577,Cerradura 09577,3237,Stanley,0
9578,Martillo 09578,4922,,FALSE
9579,Taladro 09579,9450,Pretul,0
9580,Pintura 09580,4885,Bosch,TRUE
9581,Cerradura 09581,8372,Stanley,FALSE
9582,Martillo 09582,12,Bosch,TRUE
9583,Taladro 09583,5084,Makita,1
9584,Pulidora 09584,5131,Total,NO
9585,Clavos 09585,5221,Truper,1
9586,Tornillo 09586,9089,Stanley,TRUE
9587,Sierra 09587,10135,,NO
9588,Martillo 09588,3635,,1
9589,Taladro 09589,1923,Total,SI
9590,Sierra 09590,3366,Truper,
9591,Reflector 09591,2989,Total,
9592,Pintura 09592,3613,Bosch,FALSE
9593,Tornillo 09593,720,Makita,0
9594,Cerradura 09594,9608,Makita,TRUE
9595,Sierra 09595,2988,EPAHome,NO
9596,Taladro 09596,5092,Makita,1
9597,Pulidora 09597,857,Stanley,SI
9598,Pintura 09598,3310,,TRUE
9599,Sierra 09599,4098,Truper,TRUE
9600,Reflector 09600,7677,Total,1
9601,Cerradura 09601,594,,FALSE
9602,Clavos 09602,2721,Total,FALSE
9603,,9008,,SI
9604,Brocha 09604,1981,,
9605,Taladro 09605,9833,Pretul,FALSE
9606,Clavos 09606,5856,Truper,TRUE
9607,Reflector 09607,8649,EPAHome,FALSE
9608,Pulidora 09608,2747,Makita,TRUE
9609,Cerradura 09609,6028,Truper,1
9610,Cerradura 09610,7582,Pretul,NO
9611,Reflector 09611,1467,Bosch,SI
9612,Sierra 09612,9490,Stanley,NO
9613,Pintura 09613,1334,Stanley,0
9614,Brocha 09614,4566,Total,SI
9615,Brocha 09615,2071,Total,1
9616,Sierra 09616,9106,EPAHome,FALSE
9617,Clavos 09617,9934,,
9618,Martillo 09618,6752,Makita,FALSE
9619,Taladro 09619,6862,Total,0
9620,Pulidora 09620,4531,Makita,1
9621,Reflector 09621,7752,Bosch,
9622,Pintura 09622,491,Stanley,1
9623,Reflector 09623,962,Truper,0
9624,Cerradura 09624,5842,Makita,NO
P9625,Martillo 09625,3729,EPAHome,TRUE
9626,Cerradura 09626,9596,Makita,
9627,Pintura 09627,4021,Makita,TRUE
9628,Taladro 09628,3518,Makita,TRUE
9629,Tornillo 09629,5586,Makita,NO
9630,Pulidora 09630,868,Total,
9631,Tornillo 09631,8159,EPAHome,NO
9632,Tornillo 09632,7519,Truper,TRUE
9633,Martillo 09633,2264,Makita,
9634,Cerradura 09634,9542,Stanley,0
9635,Taladro 09635,ABC,Total,NO
9636,,6740,Truper,0
9637,Reflector 09637,1868,Total,1
9638,Taladro 09638,5846,Pretul,0
9639,Clavos 09639,5909,EPAHome,NO
9640,Brocha 09640,3578,,
9641,Tornillo 09641,1942,Pretul,0
9642,Taladro 09642,9047,Bosch,SI
9643,Brocha 09643,3808,,FALSE
9644,Cerradura 09644,4317,Total,TRUE
9645,Pintura 09645,5105,EPAHome,SI
9646,Pintura 09646,6243,Truper,FALSE
9647,Cerradura 09647,3817,Total,1
9648,Pintura 09648,7823,Pretul,1
9649,Martillo 09649,6297,Stanley,1
9650,Cerradura 09650,4162,Stanley,TRUE
9651,Clavos 09651,7512,Pretul,NO
9652,Clavos 09652,1349,Stanley,TRUE
9653,Tornillo 09653,5853,EPAHome,SI
9654,Brocha 09654,3577,,1
9655,Pintura 09655,8529,Pretul,NO
9656,Clavos 09656,10433,,0
9657,Taladro 09657,4329,EPAHome,1
9658,Pintura 09658,8621,,SI
9659,Sierra 09659,2053,Stanley,1
9660,Pintura 09660,4649,Truper,NO
9661,Pintura 09661,6956,Total,TRUE
9662,Clavos 09662,4801,EPAHome,NO
9663,Sierra 09663,5446,Truper,NO
9664,Taladro 09664,11,,FALSE
9665,Pintura 09665,1733,EPAHome,FALSE
9666,Clavos 09666,1685,,
9667,Pintura 09667,4494,EPAHome,TRUE
9668,Brocha 09668,7400,Truper,NO
9669,,10224,Stanley,FALSE
9670,Reflector 09670,10620,Truper,SI
9671,Martillo 09671,8950,EPAHome,0
9672,Martillo 09672,6698,Truper,FALSE
9673,Cerradura 09673,10271,Stanley,
9674,Martillo 09674,5600,EPAHome,TRUE
9675,Tornillo 09675,9683,,NO
9676,Brocha 09676,141,Truper,0
9677,Brocha 09677,4872,Stanley,1
9678,Brocha 09678,8043,Truper,FALSE
9679,Martillo 09679,10574,Bosch,FALSE
9680,Cerradura 09680,3350,EPAHome,FALSE
9681,Pulidora 09681,9922,,
9682,Sierra 09682,6183,Makita,SI
9683,Martillo 09683,6828,EPAHome,TRUE
9684,Tornillo 09684,5660,Makita,
9685,Tornillo 09685,7533,Makita,FALSE
9686,Cerradura 09686,2641,Pretul,FALSE
9687,Sierra 09687,106,Makita,NO
9688,Pintura 09688,5421,Makita,NO
9689,Clavos 09689,3092,Truper,SI
9690,Tornillo 09690,1690,Truper,TRUE
9691,Reflector 09691,993,Bosch,0
9692,Tornillo 09692,4975,,
9693,Tornillo 09693,1704,,SI
9694,Pintura 09694,6777,Stanley,
9695,Brocha 09695,3592,Stanley,
9696,Cerradura 09696,5802,Makita,0
9697,Brocha 09697,3741,Bosch,
9698,Pulidora 09698,1705,Bosch,1
9699,Clavos 09699,721,,FALSE
9700,Clavos 09700,7712,Makita,TRUE
9701,Reflector 09701,1919,EPAHome,TRUE
P9702,,4013,Bosch,0
9703,Brocha 09703,10334,Stanley,
9704,Reflector 09704,9809,EPAHome,TRUE
9705,Brocha 09705,3030,Stanley,FALSE
9706,Tornillo 09706,5901,Pretul,NO
9707,Cerradura 09707,10469,Pretul,NO
9708,Martillo 09708,9447,,0
9709,Reflector 09709,2853,Truper,
